2024-08-21 17:47:00	-92.66666666666667
2024-08-21 17:52:00	-94.2
2024-08-21 17:57:00	-94.15789473684211
2024-08-21 18:02:00	-94.16666666666667
2024-08-21 18:07:00	-93.56666666666666
2024-08-21 18:12:00	-93.66666666666667
2024-08-21 18:17:00	-94.1
2024-08-21 18:22:00	-94.36666666666666
2024-08-21 18:27:00	-94.56666666666666
2024-08-21 18:32:00	-94.06666666666666
2024-08-21 18:37:00	-93.86666666666666
2024-08-21 18:42:00	-93.70967741935483
2024-08-21 18:47:09	-94.3
2024-08-21 18:52:09	-93.93333333333334
2024-08-21 18:57:09	-94.27777777777777
2024-08-21 19:02:09	-94.16666666666667
2024-08-21 19:07:09	-94.13333333333334
2024-08-21 19:12:09	-94.53333333333333
2024-08-21 19:17:09	-94.2
2024-08-21 19:22:09	-93.86666666666666
2024-08-21 19:27:09	-94.0
2024-08-21 19:32:09	-93.4
2024-08-21 19:37:09	-87.16666666666667
2024-08-21 19:42:09	-80.76666666666667
2024-08-21 19:47:09	-76.0
2024-08-21 19:52:09	-74.83333333333333
2024-08-21 19:57:09	-69.16666666666667
2024-08-21 20:02:09	-92.5
2024-08-21 20:07:09	-94.88888888888889
2024-08-21 20:12:09	-89.47619047619048
2024-08-21 20:17:09	-88.13333333333334
2024-08-21 20:22:09	-81.86206896551724
2024-08-21 20:27:09	-78.66666666666667
2024-08-21 20:32:09	-78.9
2024-08-21 20:37:09	-83.03333333333333
2024-08-21 20:42:09	-83.13333333333334
2024-08-21 20:47:09	-76.72
2024-08-22 18:22:06	-92.5
2024-08-22 18:27:06	-93.42857142857143
2024-08-22 18:32:06	-91.6
2024-08-22 19:36:26	-88.96551724137932
2024-08-22 19:41:26	-78.33333333333333
2024-08-22 19:46:26	-58.833333333333336
2024-08-22 19:51:26	-58.1
2024-08-22 19:56:26	-58.13636363636363
2024-08-22 20:02:06	-58.166666666666664
2024-08-22 20:07:06	-57.63333333333333
2024-08-22 20:12:06	-56.5
2024-08-22 20:17:06	-55.36666666666667
